pair_index,answer_json,test_json,point,raw_error,w0_error,w0.2_error,w0.4_error,w0.65_error,w0.8_error,w1_error,best_weight,best_error
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,nose_tip,930.818,930.818,930.818,930.818,930.818,930.818,930.818,0,930.818
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,mouth_left,940.057,940.057,940.175,940.294,940.443,940.532,940.651,0,940.057
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,mouth_right,921.532,921.532,921.642,921.753,921.891,921.974,922.085,0,921.532
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,mouth_center,932.269,932.269,931.761,931.253,930.618,930.237,929.729,1,929.729
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,chin,931.299,931.299,931.296,931.295,931.295,931.297,931.299,0.4,931.295
3,20260616_172144_621_landmarks.json,20260616_191424_236_landmarks.json,clothing_start,910.955,910.955,909.002,907.082,904.729,903.343,901.524,1,901.524
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,left_eye,967.024,967.024,967.006,966.991,966.977,966.971,966.966,1,966.966
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,right_eye,959.314,959.314,959.002,958.693,958.31,958.083,957.782,1,957.782
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,nose_tip,964.737,964.737,964.737,964.737,964.737,964.737,964.737,0,964.737
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,mouth_left,980.364,980.364,980.485,980.605,980.755,980.846,980.966,0,980.364
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,mouth_right,968.721,968.721,968.829,968.937,969.071,969.152,969.26,0,968.721
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,mouth_center,970.032,970.032,969.564,969.095,968.51,968.159,967.691,1,967.691
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,chin,974.039,974.039,974.073,974.108,974.153,974.182,974.22,0,974.039
4,20260616_172338_815_landmarks.json,20260616_191437_196_landmarks.json,clothing_start,990.485,990.485,988.038,985.614,982.62,980.842,978.493,1,978.493
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,left_eye,1012.076,1012.076,1012.17,1012.266,1012.393,1012.471,1012.579,0,1012.076
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,right_eye,999.59,999.59,999.353,999.118,998.83,998.66,998.436,1,998.436
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,nose_tip,1005.809,1005.809,1005.809,1005.809,1005.809,1005.809,1005.809,0,1005.809
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,mouth_left,1026.353,1026.353,1026.498,1026.642,1026.823,1026.931,1027.076,0,1026.353
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,mouth_right,998.585,998.585,998.718,998.851,999.017,999.117,999.25,0,998.585
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,mouth_center,1007.767,1007.767,1007.263,1006.759,1006.129,1005.752,1005.248,1,1005.248
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,chin,1001.058,1001.058,1001.101,1001.146,1001.203,1001.239,1001.288,0,1001.058
5,20260616_172836_419_landmarks.json,20260616_191451_834_landmarks.json,clothing_start,1010.415,1010.415,1007.848,1005.312,1002.183,1000.328,997.882,1,997.882
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,left_eye,977.027,977.027,976.985,976.946,976.903,976.879,976.852,1,976.852
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,right_eye,964.944,964.944,964.587,964.234,963.797,963.537,963.194,1,963.194
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,nose_tip,960.183,960.183,960.183,960.183,960.183,960.183,960.183,0,960.183
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,mouth_left,987.291,987.291,987.404,987.517,987.659,987.744,987.857,0,987.291
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,mouth_right,959.614,959.614,959.716,959.819,959.947,960.024,960.126,0,959.614
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,mouth_center,971.65,971.65,971.141,970.632,969.996,969.615,969.106,1,969.106
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,chin,967.911,967.911,967.858,967.807,967.745,967.708,967.661,1,967.661
6,20260616_173121_811_landmarks.json,20260616_191505_768_landmarks.json,clothing_start,984.19,984.19,982.04,979.921,977.314,975.772,973.744,1,973.744
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,left_eye,939.096,939.096,939.036,938.979,938.913,938.877,938.832,1,938.832
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,right_eye,923.514,923.514,923.134,922.758,922.291,922.014,921.647,1,921.647
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,nose_tip,936.791,936.791,936.791,936.791,936.791,936.791,936.791,0,936.791
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,mouth_left,965.462,965.462,965.582,965.703,965.854,965.945,966.066,0,965.462
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,mouth_right,930.736,930.736,930.846,930.957,931.095,931.178,931.289,0,930.736
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,mouth_center,944.294,944.294,943.783,943.272,942.634,942.251,941.741,1,941.741
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,chin,948.046,948.046,948.041,948.037,948.035,948.034,948.035,0.8,948.034
7,20260616_173142_589_landmarks.json,20260616_191519_382_landmarks.json,clothing_start,948.953,948.953,946.841,944.76,942.206,940.697,938.715,1,938.715
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,left_eye,31.649,31.649,32.883,34.219,36.015,37.152,38.73,0,31.649
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,right_eye,21.704,21.704,23.795,25.888,28.508,30.081,32.179,0,21.704
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,nose_tip,1.897,1.897,1.897,1.897,1.897,1.897,1.897,0,1.897
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,mouth_left,47.508,47.508,47.82,48.133,48.528,48.766,49.085,0,47.508
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,mouth_right,28.435,28.435,28.76,29.087,29.498,29.745,30.077,0,28.435
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,mouth_center,25.411,25.411,25.245,25.097,24.937,24.855,24.761,1,24.761
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,chin,107.39,107.39,108.634,109.88,111.442,112.382,113.637,0,107.39
8,20260616_174347_104_landmarks.json,20260616_191535_348_landmarks.json,clothing_start,334.634,334.634,327.687,320.74,312.057,306.847,299.901,1,299.901
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,left_eye,13.186,13.186,14.626,16.16,18.172,19.418,21.112,0,13.186
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,right_eye,11.672,11.672,13.39,15.122,17.301,18.614,20.368,0,11.672
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,nose_tip,3.043,3.043,3.043,3.043,3.043,3.043,3.043,0,3.043
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,mouth_left,27.985,27.985,28.155,28.33,28.552,28.689,28.873,0,27.985
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,mouth_right,17.233,17.233,17.331,17.434,17.572,17.658,17.779,0,17.233
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,mouth_center,5.405,5.405,5.18,5.012,4.889,4.865,4.893,0.8,4.865
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,chin,17.607,17.607,16.452,15.296,13.852,12.985,11.83,1,11.83
9,20260616_174405_418_landmarks.json,20260616_191549_859_landmarks.json,clothing_start,82.344,82.344,88.123,93.913,101.163,105.519,111.333,0,82.344
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,left_eye,19.54,19.54,20.866,22.3,24.212,25.413,27.065,0,19.54
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,right_eye,18.319,18.319,20.178,22.047,24.393,25.805,27.691,0,18.319
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,nose_tip,7.79,7.79,7.79,7.79,7.79,7.79,7.79,0,7.79
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,mouth_left,25.821,25.821,26.192,26.564,27.03,27.31,27.684,0,25.821
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,mouth_right,26.327,26.327,26.58,26.835,27.158,27.353,27.615,0,26.327
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,mouth_center,15.927,15.927,15.972,16.041,16.16,16.248,16.386,0,15.927
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,chin,70.684,70.684,71.852,73.022,74.489,75.37,76.547,0,70.684
10,20260616_174418_131_landmarks.json,20260616_192121_093_landmarks.json,clothing_start,39.629,39.629,33.327,27.03,19.172,14.476,8.28,1,8.28
